"","geohash","obs","tmin","tmax","days","lat","lng","lat_error","lng_error","time_1","time_2","time_3","time_4","time_5","time_6","time_7","time_8","time_9","time_10","time_11","time_12","time_13","time_14","time_15","time_16","time_17","time_18","time_19","time_20","time_21","time_22","time_23","time_24"
"11","sx8d6zjg5h8",5782,"2017-09-06 23:00:00","2018-07-10 10:00:00",306.458333333333,42.6219997555017,23.3320004492998,6.70552253723145e-07,6.70552253723145e-07,43.8070479314774,60.7319062575698,52.9712329152972,7.24312409292907,19.506244850345,32.1819274919108,35.7507614884526,15.7612972892821,19.3683584919199,33.257987187244,60.0046503124759,72.0183308934793,76.6865266719833,5.83827150985599,81.3748470507562,34.4080807641149,82.1564140031114,41.8610700871795,17.8490021266043,53.4824065864086,22.338892496191,26.6743856249377,98.3561878325418,29.4351461576298
"12","sx8d6zrqc97",2567,"2018-04-16 02:00:00","2018-08-16 15:00:00",122.541666666667,42.6239993423223,23.3340000361204,6.70552253723145e-07,6.70552253723145e-07,57.5087525648996,40.7664328347892,79.5482998015359,34.6314702183008,11.640543024987,61.8393512675539,37.5927189830691,35.3532013949007,88.5513432789594,87.1852299431339,10.2480154717341,34.5494867535308,92.9933902574703,2.48794062063098,59.4914701068774,25.6951088318601,19.9495569802821,78.5314645851031,9.29095502942801,73.8573749549687,24.6424820972607,3.26887224800885,15.0288324570283,11.6432268638164
"13","sx8d7p0g0hw",2288,"2018-03-26 15:00:00","2018-07-02 22:00:00",98.2916666666667,42.6219997555017,23.335999622941,6.70552253723145e-07,6.70552253723145e-07,78.1922213733196,5.2277396665886,52.2090398008004,42.3553741071373,86.5899259690195,60.2604082087055,51.9273601472378,60.6844018213451,76.1393704684451,32.9449706710875,86.3011542707682,30.5471844738349,78.5169079434127,30.776522657834,87.500453623943,86.6874913452193,7.56990481168032,54.3267315486446,82.3190755676478,55.656202393584,4.26255441270769,78.1335883541033,56.6938262432814,2.80467595439404
"14","sx8d7p2bbpn",1122,"2018-02-07 20:00:00","2018-03-26 14:00:00",46.7083333333333,42.6230002194643,23.335999622941,6.70552253723145e-07,6.70552253723145e-07,9.3516141641885,5.6592644425109,71.3299406925216,46.7376899672672,56.9605025462806,17.3962095286697,46.4928761357442,7.11665195412934,36.2677901284769,69.3318674573675,96.5683879563585,68.824190273881,63.2881152909249,53.0755462357774,73.1262941611931,19.7306435089558,20.7946626702324,64.7067135898396,64.1933486564085,84.8293609684333,99.4241672568023,40.4768806649372,27.5857801549137,86.204151250422
"15","sx8d7wdprry",3261,"2018-03-26 15:00:00","2018-08-16 15:00:00",143,42.6200001686811,23.3600000292063,6.70552253723145e-07,6.70552253723145e-07,18.9018292818218,66.9524481752887,27.5572552345693,60.5211529880762,18.8220418756828,29.6739098383114,17.3680413514376,18.4680297039449,31.1935311416164,29.9949212698266,86.0264643095434,7.94563044328243,7.30046655517071,90.1027911575511,98.8572308328003,96.8937570694834,98.1931432848796,50.2906371140853,16.03822351899,14.6315724821761,0.291081424802542,4.45027654059231,1.19517098646611,75.3903154516593
"16","sx8d7x5enh9",2058,"2018-03-26 15:00:00","2018-06-23 23:00:00",89.3333333333333,42.6219997555017,23.3619996160269,6.70552253723145e-07,6.70552253723145e-07,2.26848844904453,4.11063109058887,22.5914986338466,11.838041478768,7.93855567462742,82.7111071906984,46.8243901152164,38.3866807678714,92.7747215144336,12.4842496355996,77.9463850427419,84.8464338108897,48.2369309989735,50.7486674236134,12.4538058182225,45.899678976275,84.1997172217816,38.3229035884142,59.9207301624119,91.6357810376212,22.4274168722332,62.5796040985733,75.3618011716753,5.80687085166574
"17","sx8d7x78yp1",147,"2018-03-20 05:00:00","2018-03-26 14:00:00",6.33333333333333,42.6230002194643,23.3619996160269,6.70552253723145e-07,6.70552253723145e-07,23.6788349924609,31.2515024561435,1.38804344460368,87.7258028602228,54.7161597758532,27.2211981005967,13.9961077133194,75.0050233444199,83.9850119547918,59.5127736218274,38.7446782784536,30.1224539754912,38.4465407580137,94.935620133765,12.1452489867806,93.8502170611173,31.9636377971619,18.4076148318127,76.2332444777712,38.5667913127691,42.8910824004561,86.7037147749215,36.8866684148088,92.1266191639006
"18","sx8d7xne5k8",1752,"2017-09-11 23:00:00","2018-08-16 14:00:00",338.625,42.6219997555017,23.3660001307726,6.70552253723145e-07,6.70552253723145e-07,9.37263809610158,56.5341005567461,64.735896489583,53.9928905200213,13.7225496815518,12.0566284982488,47.9983549332246,28.6667619133368,66.607945272699,37.8504206193611,40.3129342244938,22.8941842680797,70.1117590069771,34.4710106961429,2.60869248304516,77.6674762601033,29.7175839310512,5.16430754214525,7.04448360484093,60.0113155785948,80.3441551281139,40.4343078145757,75.3444741247222,79.3845124309883
"19","sx8d7xyrk4c",58,"2018-08-05 03:00:00","2018-08-13 02:00:00",7.95833333333333,42.6268398016691,23.3656903356314,6.70552253723145e-07,6.70552253723145e-07,33.8123330380768,88.0395436892286,12.1746707474813,72.766230837442,61.1567717278376,43.3853964554146,22.9568159207702,6.38920946512371,30.2218188066036,66.6636933106929,6.68918215669692,60.6283320812508,87.6296325121075,38.0672212224454,94.2904011812061,57.7542314538732,52.5362002663314,74.6724243974313,28.0458919005468,4.05337607953697,89.0881975647062,15.6033668899909,11.2305985530838,56.9195372052491
"20","sx8d7yexqrg",153,"2018-03-20 05:00:00","2018-03-26 15:00:00",6.375,42.6200001686811,23.372999355197,6.70552253723145e-07,6.70552253723145e-07,89.3718535313383,18.3674448402599,29.9748328281567,20.0113593135029,92.1374801779166,80.2856148453429,41.7210743529722,56.0903391800821,6.96200616657734,35.7024277094752,34.5115814590827,77.2926782025024,68.0808344390243,83.2565389340743,75.253889337182,17.9263107478619,85.309640923515,84.8561464110389,51.5472495695576,71.3920242153108,29.0659856051207,50.3199335187674,68.8248343765736,3.88355017639697
"21","sx8d7ysrmxv",2922,"2018-03-26 15:00:00","2018-08-16 15:00:00",143,42.6200001686811,23.3739998191595,6.70552253723145e-07,6.70552253723145e-07,37.4811562243849,54.3621859047562,46.9688112847507,88.7724532280117,95.8939726697281,7.17729409225285,88.8883257750422,60.8323061605915,82.5026031583548,8.08093943633139,0.131313595920801,90.1653077686206,15.3950838837773,81.6630011657253,47.0894275698811,77.6335502509028,57.9879116499797,80.0612605409697,23.178978334181,54.4362189015374,11.3000825047493,93.4630404692143,24.2187691153958,91.3983770878986
"22","sx8d7zxefnt",1581,"2018-02-10 11:00:00","2018-05-29 19:00:00",108.291666666667,42.6248858124018,23.3783128112555,6.70552253723145e-07,6.70552253723145e-07,13.1403144448996,3.35393571294844,42.4438571790233,8.77711006905884,6.24294197186828,24.7340084984899,22.3036897135898,69.2834590096027,76.3114940142259,93.7152286292985,92.9473347729072,35.5980737134814,55.0533599220216,32.9653983470052,88.5836161207408,20.5646940274164,16.3479191251099,77.4653922766447,62.5238836742938,71.4928592555225,4.94469178374857,40.6976616941392,16.5503510273993,42.1796571929008
"23","sx8d7zxefp7",158,"2018-05-30 12:00:00","2018-06-30 16:00:00",31.1666666666667,42.6248898357153,23.3783101290464,6.70552253723145e-07,6.70552253723145e-07,4.93354636710137,70.5301797017455,13.1427600979805,6.89028620254248,61.5906065329909,6.44071977585554,39.1831012675539,73.8995203049853,84.0839351993054,86.7028105305508,72.2999784629792,84.4273067312315,74.2469501215965,82.2674822062254,93.52910106536,58.9502011425793,90.4734334209934,23.6009920015931,4.97252128552645,81.7358575528488,46.9995573628694,0.422936887480319,53.7397793028504,32.9173627076671
"24","sx8d7zz66yk",4463,"2017-09-06 23:00:00","2018-03-17 14:00:00",191.666666666667,42.6260002702475,23.3780003339052,6.70552253723145e-07,6.70552253723145e-07,72.5784564390779,46.1377483326942,18.34969103802,20.4898015828803,98.346114740707,18.144681234844,57.5194414472207,60.1980560226366,20.9738972131163,41.6228846879676,60.1969653740525,68.2694282615557,27.277737041004,91.8434483464807,97.8709482820705,30.8343230048195,8.2397430902347,42.9494548356161,68.8798975897953,90.0258908979595,92.1464707935229,82.0632460294291,83.0191098153591,7.22523478325456
"25","sx8d8cv9zhe",4507,"2018-02-09 00:00:00","2018-08-16 15:00:00",188.583333333333,42.6368913799524,23.2439421862364,6.70552253723145e-07,6.70552253723145e-07,69.7683091973886,82.9781254054978,24.8255853308365,68.8744269777089,41.8986181728542,91.9831874547526,19.9126031715423,87.8083876799792,67.2064810758457,26.4350638026372,61.534428386949,66.0184000618756,33.4529961226508,41.071614343673,1.06431096792221,48.0223803780973,29.5461761532351,55.0612305058166,63.4806744521484,38.5449385037646,57.7266875654459,75.9793161647394,22.6644336245954,15.295724500902
"26","sx8d8cvevf7",961,"2018-01-02 00:00:00","2018-02-11 00:00:00",40,42.6372226327658,23.2438885420561,6.70552253723145e-07,6.70552253723145e-07,78.7629096768796,68.8768787775189,49.0402302704751,85.2101498749107,75.8573351427913,87.5995527021587,27.4210728472099,73.0622741626576,32.4660173850134,25.7558312499896,21.9580285949633,33.5462943650782,72.468574764207,34.9358005682006,67.5275275018066,24.5780345052481,73.1780135072768,66.5993375936523,57.8069464769214,55.8731066994369,37.0979797793552,46.9404589151964,64.2410655971617,53.8934241747484
"27","sx8d8ef4eek",3297,"2018-03-26 15:00:00","2018-08-16 15:00:00",143,42.6479997485876,23.2280004769564,6.70552253723145e-07,6.70552253723145e-07,46.6836815699935,47.2309270873666,76.3414045097306,45.7968475297093,31.0742025263608,75.1837408170104,4.92625089827925,25.9287995053455,89.1252427827567,80.6910305051133,2.01044399291277,25.1439935062081,36.8594874860719,86.074513499625,17.32629283797,95.5986483953893,97.8343035792932,39.521774975583,93.7567719491199,66.6236029937863,49.6914231451228,38.9828328508884,63.2683427073061,71.4990721549839
"28","sx8d8s4b6vv",3270,"2017-11-10 01:00:00","2018-03-26 15:00:00",136.541666666667,42.6490002125502,23.2289995998144,6.70552253723145e-07,6.70552253723145e-07,57.2946513537318,84.8269339185208,80.8503988664597,14.6155273076147,96.1216808529571,49.4917120086029,48.6350359860808,56.359659624286,64.8183843353763,97.5927252089605,44.9832544196397,94.9496543034911,20.3558497596532,51.3952499721199,6.37547222431749,44.6448667906225,52.2880304139107,16.8360223295167,23.3092652866617,70.0048204278573,22.1280765486881,94.6515349904075,95.2464537229389,38.5573542211205
"29","sx8d8trcnn9",2869,"2018-04-01 13:00:00","2018-08-16 15:00:00",137.083333333333,42.6559994369745,23.2360001653433,6.70552253723145e-07,6.70552253723145e-07,3.70315599720925,41.1354006035253,73.9252134924755,66.5402547689155,6.61780266091228,15.9697014838457,98.4318524366245,38.6991064762697,40.6675210455433,2.59231922682375,98.1188491219655,29.059341782704,74.3080224609002,23.6046416452155,92.3449498135597,76.539666694589,1.60982401575893,73.1542184017599,33.7345013860613,88.6728843906894,49.6095688082278,1.81309292092919,1.19541010353714,53.3704970497638
"30","sx8d8xc6u2d",1246,"2018-02-01 13:00:00","2018-03-26 14:00:00",53,42.6700005680323,23.2270000129938,6.70552253723145e-07,6.70552253723145e-07,62.6956401392817,16.042966209352,37.734482740052,16.9165739789605,67.4613800132647,58.4932156838477,46.4983376907185,26.0934681631625,85.1890854304656,94.1717930603772,51.6972982790321,84.2735158279538,27.5868769735098,27.9350859113038,13.6640011332929,11.9839735794812,53.2050224486738,61.6324019385502,8.51403470151126,50.7824131986126,46.3511461857706,77.0268028136343,28.0633012764156,7.28987765032798
"31","sx8d8xf4g8s",3296,"2018-03-26 15:00:00","2018-08-16 15:00:00",143,42.6700005680323,23.2280004769564,6.70552253723145e-07,6.70552253723145e-07,19.0166006563231,13.7298338115215,49.6407548896968,42.0604088110849,0.122535182163119,96.5340559836477,57.7096153981984,38.1232127081603,44.9361898936331,62.6582796685398,89.0869233291596,73.4024896519259,65.2419486548752,41.1409877240658,49.6236120117828,57.0938002085313,92.9496786091477,73.5134830931202,12.818291131407,34.7165361978114,85.9245406929404,61.0896822297946,90.7803370850161,46.2768144905567
"32","sx8d8xskcw1",4726,"2017-09-06 23:00:00","2018-03-26 14:00:00",200.625,42.6690001040697,23.2310005277395,6.70552253723145e-07,6.70552253723145e-07,74.2313553579152,48.6138951266184,76.4458308229223,1.00493843201548,42.5442734267563,92.1336754225194,10.1879596477374,40.7516278792173,31.6431588027626,45.4701144713908,45.627034525387,42.2974062850699,39.3875285983086,73.2186126289889,32.0946442196146,6.55000004917383,9.56749438773841,34.9120853003114,93.0292515316978,72.0862086629495,26.6054983716458,46.0715283406898,97.1395140979439,71.00340037141
"33","sx8d8xv4bbd",2855,"2018-03-26 15:00:00","2018-08-16 15:00:00",143,42.6700005680323,23.2319996505976,6.70552253723145e-07,6.70552253723145e-07,0.927180447615683,26.907428028062,87.6181711209938,59.2229753499851,61.7189459037036,78.1374191632494,2.22949017770588,54.8841952346265,19.9436367023736,31.0833120951429,5.08490353822708,58.0852974904701,26.7722289543599,37.8002750920132,80.0669844262302,28.7962693953887,51.7796152504161,57.9951402032748,8.12737576197833,39.7269709501415,10.0827475078404,3.0800704844296,78.1133990734816,12.0818373514339
"34","sx8d8y58d83",969,"2018-01-07 19:00:00","2018-03-24 11:00:00",75.6666666666667,42.6599999517202,23.240999802947,6.70552253723145e-07,6.70552253723145e-07,94.3286937661469,87.0723282452673,45.9049420896918,70.6092064268887,95.4446838935837,78.0005763983354,87.6572782872245,91.2907749181613,55.0268374150619,69.5220877649263,98.6952698556706,0.422026845626533,23.2991817174479,75.589922722429,79.2825787793845,92.6809760043398,91.779415262863,50.3484044456854,37.5244113849476,83.769703656435,70.2020301949233,86.4948708564043,54.8975042998791,97.1760933753103
"35","sx8d8ydzg4p",3311,"2018-03-26 15:00:00","2018-08-16 15:00:00",143,42.664000466466,23.2399993389845,6.70552253723145e-07,6.70552253723145e-07,45.0164470123127,72.8002379415557,63.2503658998758,70.2568701701239,27.4599493481219,56.2478333478794,58.8702838867903,48.8677577814087,91.7566522024572,13.1792784202844,20.4057549126446,19.8187683476135,68.9370524371043,2.99412435851991,21.9647227553651,13.31346121151,81.4197833184153,84.3765395926312,60.6716945767403,92.843634611927,81.9645635550842,73.2403500238433,57.6828896068037,71.22134976089
"36","sx8d8ye71hz",23,"2018-08-14 03:00:00","2018-08-15 02:00:00",0.958333333333333,42.663199827075,23.2406001538038,6.70552253723145e-07,6.70552253723145e-07,49.9220814323053,6.82527283206582,71.1926656076685,53.4773129737005,50.8072928758338,46.7383750481531,57.5657148379833,94.4853290216997,5.99422384984791,12.7003579866141,83.5076039889827,90.151237254031,39.9722509086132,64.705435722135,62.6171455485746,72.1200681291521,50.9148497832939,48.3297181548551,89.2445923993364,49.8526974115521,95.1188595267013,51.4820161508396,98.290427448228,4.37647209037095
"37","sx8d8yexfd1",1171,"2018-02-05 20:00:00","2018-03-26 15:00:00",48.75,42.664000466466,23.240999802947,6.70552253723145e-07,6.70552253723145e-07,81.3380609964952,61.7255744989961,42.3716121120378,7.32231680303812,73.0055847438052,70.8373740315437,52.1696175681427,71.2253580801189,97.6179386721924,0.831511220894754,2.83781886100769,64.3011434702203,90.0630437303334,20.274278963916,20.3102401457727,26.8160277511925,53.9181243395433,45.3462148550898,44.8631959035993,80.0456460798159,34.4981650589034,7.06434804014862,57.7049148734659,57.4921712744981
"38","sx8d8yh29b7",1323,"2018-03-26 19:00:00","2018-08-16 15:00:00",142.833333333333,42.6599999517202,23.2420002669096,6.70552253723145e-07,6.70552253723145e-07,37.8728548064828,87.3291690601036,6.0068552615121,34.9414446856827,33.694712491706,17.0849247137085,35.9839711338282,67.647353024222,1.71349567826837,72.0748864114285,72.2479876829311,42.789221694693,99.1017871536314,22.3060705931857,42.6849136827514,63.6722601018846,51.3697802554816,19.3509510252625,2.31384369544685,28.0493066180497,10.652726679109,62.8390463069081,18.6867491807789,26.3742325361818
"39","sx8d95zfwem",3134,"2018-03-26 15:00:00","2018-08-16 15:00:00",143,42.6479997485876,23.2579996436834,6.70552253723145e-07,6.70552253723145e-07,17.6978724310175,90.3379215858877,58.3644852275029,89.4325859611854,69.6619692957029,70.1476176735014,56.9207769585773,20.2183753950521,11.7725102696568,46.4243144029751,91.8796212878078,53.3523372374475,59.8431455669925,14.3382427282631,42.8625027649105,69.8699305066839,49.3903327267617,74.8031691880897,26.3515811413527,67.0009194174781,4.19007067102939,7.665910362266,41.2748298840597,3.60033633187413
"40","sx8d97bdtgr",278,"2018-03-15 00:00:00","2018-03-26 14:00:00",11.5416666666667,42.6479997485876,23.259000107646,6.70552253723145e-07,6.70552253723145e-07,26.6601953655481,96.5862803626806,76.112394197844,81.7854230757803,28.0948813306168,60.4159700451419,69.5640450110659,14.8538218345493,3.00832842476666,28.6620734259486,30.2816972369328,9.09595093689859,82.9585469560698,16.7961086845025,17.4987177597359,5.258007068187,20.6264615990222,63.696242053993,97.8358946740627,13.9372632140294,5.29736231546849,39.5282903220505,25.0580628402531,21.3030205108225
"41","sx8d97h763z",3295,"2018-03-26 15:00:00","2018-08-16 15:00:00",143,42.6440005749464,23.2639997452497,6.70552253723145e-07,6.70552253723145e-07,26.4613650739193,21.566336764954,18.9233297016472,80.7695485185832,58.1493772333488,69.4085004273802,27.9473399976268,95.3027638839558,88.2883516605943,7.356943259947,59.7377100493759,92.0119065791368,99.6070601744577,25.4263098118827,34.7926680697128,5.46763066668063,35.5956075014547,8.28148240689188,51.0208233492449,27.5006708456203,25.1084650633857,48.5953513998538,45.9096496924758,70.3748228959739
"42","sx8d97m11u1",4757,"2017-09-06 23:00:00","2018-03-26 15:00:00",200.666666666667,42.6449996978045,23.2650002092123,6.70552253723145e-07,6.70552253723145e-07,82.5917850481346,23.0295826680958,25.7330995751545,50.8164673345163,29.2664495063946,35.3911501355469,14.4783444469795,62.9295440390706,21.0164978168905,44.2627829499543,93.9153590239584,54.7139899572358,22.2987266723067,50.5634002620354,76.5838551335037,0.256545236334205,0.625370559282601,32.3333784705028,14.0505230054259,10.4114054935053,56.5124065848067,0.130144949071109,55.8573791291565,83.0808851169422
"43","sx8d9dbtqr3",2788,"2017-11-11 02:00:00","2018-03-26 14:00:00",135.458333333333,42.6430001109838,23.2699998468161,6.70552253723145e-07,6.70552253723145e-07,21.1554072797298,98.3102918136865,39.6980657009408,86.2272429978475,25.4973442060873,74.0458962740377,78.9253972005099,4.90685608237982,97.5013998802751,59.2549014370888,72.8332264814526,27.7284847339615,84.1811988735572,32.5622447067872,67.4135077279061,36.76563706249,69.5122480159625,17.2425836091861,4.04927700292319,5.71311563253403,90.3094651643187,70.4601138597354,82.9582643695176,38.1453704321757
"44","sx8d9e0eq3c",3121,"2018-03-26 15:00:00","2018-08-16 15:00:00",143,42.6440005749464,23.2699998468161,6.70552253723145e-07,6.70552253723145e-07,54.0891153505072,44.6192877134308,33.066377020441,71.7391012469307,67.3302941722795,79.6777986222878,97.0044368878007,88.8652129797265,84.706631838344,20.1179266208783,79.4518894748762,50.8551354287192,99.5400005485862,25.6275048013777,81.1287955846637,82.9502540407702,21.6041195672005,80.4202128667384,39.0763933071867,13.0458357511088,67.5440469989553,31.1124680563807,33.4755241172388,31.1988650821149
"45","sx8d9e5e79b",3304,"2018-03-26 15:00:00","2018-08-16 15:00:00",143,42.6440005749464,23.2740003615618,6.70552253723145e-07,6.70552253723145e-07,65.4002656694502,57.838842808269,7.04101258888841,86.6187654202804,41.8970936443657,5.60546382330358,49.2780417902395,38.6704014381394,35.7172355754301,12.561583193019,47.9331934126094,17.8233208600432,63.7963118264452,79.3549929978326,53.6071892129257,22.8777276352048,89.0714394161478,74.2104261182249,89.4985239254311,3.5742312669754,27.2260623984039,15.6281095929444,71.1166181135923,62.5710054533556
"46","sx8d9e795s0",1273,"2018-02-01 13:00:00","2018-03-26 14:00:00",53,42.6449996978045,23.2740003615618,6.70552253723145e-07,6.70552253723145e-07,86.1698046326637,0.00601985957473516,60.2299709571525,33.7049338035285,65.3486609458923,13.0569524830207,69.2705745343119,13.550227554515,17.4235805170611,1.66525705717504,4.74599695298821,32.2942740749568,27.0384235773236,29.4617597945035,83.6231484776363,75.4246575990692,29.7512621385977,97.5995536893606,78.8582626264542,48.9928013412282,34.7060014260933,6.8305721739307,29.4839835260063,5.18026743084192
"47","sx8d9e8sy31",4663,"2017-09-10 10:00:00","2018-03-26 15:00:00",197.208333333333,42.6470006257296,23.2699998468161,6.70552253723145e-07,6.70552253723145e-07,24.5669656200334,58.0644135596231,33.6205646395683,22.8585188277066,2.58311973884702,16.5065970970318,61.392400204204,61.7088361177593,45.2139805769548,11.4874675869942,48.5460525611416,23.1642135418952,5.41850884910673,35.5039229849353,69.6264046011493,1.2794477166608,57.860521110706,21.7921348521486,40.8833809895441,5.85315343923867,61.7479887325317,2.0316120935604,34.1469372622669,42.5175788812339
"48","sx8d9ebdw73",2707,"2018-03-26 15:00:00","2018-07-23 21:00:00",119.25,42.6479997485876,23.2699998468161,6.70552253723145e-07,6.70552253723145e-07,8.83156857453287,2.36901387106627,68.8476701267064,26.2801171978936,52.5681577157229,24.5790520915762,38.651088019833,86.7572538089007,16.5638226084411,8.08995612896979,24.7873404761776,84.8299459321424,58.7254205020145,86.555027239956,8.8693869067356,70.8927189931273,63.6795353842899,41.723088780418,59.9974715849385,10.3383579757065,20.5566118704155,50.7956355111673,93.0186167592183,29.3182235211134
"49","sx8d9ep34y3",2513,"2018-02-10 11:00:00","2018-05-29 22:00:00",108.416666666667,42.6436384767294,23.2791193574667,6.70552253723145e-07,6.70552253723145e-07,99.2580796359107,48.2754069380462,95.8082619821653,75.9711255319417,13.4662624681368,9.63963076937944,5.67816309630871,63.2008800981566,94.4061103044078,59.0511804912239,11.5762778325006,64.532425114885,25.2992472611368,45.0861811870709,22.6708914153278,30.4462992819026,16.0879217088223,84.9773151800036,49.7183279832825,33.6603856645525,74.7153667500243,54.3554791249335,1.86157531570643,45.2840144047514
